GBIF;Kingdom;Phylum;Subphylum;Class;Subclass;Order;Family;Subfamily;Tribe;Genus;Subgenus;Specie;CompleteName;Author;Name;Taxon_rank;Raddum_1988;Raddum_1990;NIVA;AWICfam_taxa;AWICfam;AWICsp_taxa;AWICsp;TL;Braukmann;LAMM_Sk;LAMM_Wk
2217982;Animalia;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Amphipoda;Crangonyctidae;NA;NA;Crangonyx;NA;pseudogracilis;Crangonyx pseudogracilis;Bousfield 1958;C_pseudogracilis;specie;NA;NA;NA;Gammaridae;6;C_pseudogracilis;6;NA;NA;6;0.585
4424;Animalia;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Amphipoda;Crangonyctidae;NA;NA;NA;NA;NA;Crangonyctidae;NA;Crangonyctidae;family;NA;NA;NA;Gammaridae;6;NA;NA;NA;NA;NA;NA
4416980;Animalia;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Amphipoda;Gammaridae;NA;NA;Gammarus;NA;fossarum;Gammarus fossarum;Koch 1836;G_fossarum;specie;NA;NA;NA;Gammaridae;6;NA;NA;NA;2;NA;NA
2219867;Animalia;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Amphipoda;Gammaridae;NA;NA;Gammarus;NA;lacustris;Gammarus lacustris;G.O.Sars 1863;G_lacustris;specie;1;1;1;Gammaridae;6;NA;NA;NA;NA;7.33;0.517
2218440;Animalia;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Amphipoda;Gammaridae;NA;NA;Gammarus;NA;NA;Gammarus;NA;Gammarus;genus;NA;NA;NA;Gammaridae;6;NA;NA;NA;NA;NA;NA
2219853;Animalia;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Amphipoda;Gammaridae;NA;NA;Gammarus;NA;pulex;Gammarus pulex;Linnaeus 1758;G_pulex;specie;NA;NA;NA;Gammaridae;6;G_pulex;8;NA;2;7;0.464
4434;Animalia;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Amphipoda;Gammaridae;NA;NA;NA;NA;NA;Gammaridae;NA;Gammaridae;family;NA;NA;NA;Gammaridae;6;NA;NA;NA;NA;NA;NA
3254505;Animalia;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Amphipoda;Niphargidae;NA;NA;NA;NA;NA;Niphargidae;NA;Niphargidae;family;NA;NA;NA;Gammaridae;6;NA;NA;NA;NA;NA;NA
4405305;Animalia;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Amphipoda;Niphargidae;NA;NA;Niphargus;NA;NA;Niphargus;NA;Niphargus;genus;NA;NA;NA;Gammaridae;6;NA;NA;NA;4;NA;NA
2226998;Animalia;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Decapoda;Astacidae;NA;NA;Astacus;NA;astacus;Astacus astacus;Linnaeus, 1758;A_astacus;specie;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA
2222152;Animalia;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Decapoda;Astacidae;NA;NA;Astacus;NA;NA;Astacus;NA;Astacus;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8022;Animalia;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Decapoda;Astacidae;NA;NA;NA;NA;NA;Astacidae;NA;Astacidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2206247;Animalia;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Isopoda;Asellidae;NA;NA;Asellus;NA;aquaticus;Asellus aquaticus;Linnaeus, 1758;A_aquaticus;specie;NA;0.5;4;Asellidae;6;A_aquaticus;9;4.5;1;4;0.284
2206087;Animalia;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Isopoda;Asellidae;NA;NA;Asellus;NA;meridianus;Asellus meridianus;Racovitza, 1919;A_meridianus;specie;NA;NA;NA;Asellidae;6;NA;NA;NA;NA;8;0.287
2206245;Animalia;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Isopoda;Asellidae;NA;NA;Asellus;NA;NA;Asellus;NA;Asellus;genus;NA;NA;NA;Asellidae;6;A_aquaticus;9;NA;NA;NA;NA
4574;Animalia;Arthropoda;Crustacea;Malacostraca;Eumalacostraca;Isopoda;Asellidae;NA;NA;NA;NA;NA;Asellidae;NA;Asellidae;family;NA;NA;NA;Asellidae;6;NA;NA;NA;NA;NA;NA
203;Animalia;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA;NA;NA;NA;NA;Maxillopoda;NA;Maxillopoda;class;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7780;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Chrysomelidae;NA;NA;NA;NA;NA;Chrysomelidae;NA;Chrysomelidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4239;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Curculionidae;NA;NA;NA;NA;NA;Curculionidae;NA;Curculionidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1033449;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Dryopidae;NA;NA;Dryops;NA;NA;Dryops;NA;Dryops;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4732;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Dryopidae;NA;NA;NA;NA;NA;Dryopidae;NA;Dryopidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4469860;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Dytiscidae;Agabinae;Agabini;Agabus;Gaurodytes;bipustulatus;Agabus (Gaurodytes) bipustulatus;Linnaeus 1767;A_bipustulatus;specie;NA;NA;NA;Dytiscidae;6;Dytiscidae;6;4.3;5;NA;NA
4469878;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Dytiscidae;Agabinae;Agabini;Agabus;NA;guttatus;Agabus guttatus;Paykull 1798;A_guttatus;specie;NA;NA;NA;Dytiscidae;6;Dytiscidae;6;4.3;4;NA;NA
1037928;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Dytiscidae;Agabinae;Agabini;Agabus;NA;NA;Agabus;NA;Agabus;genus;NA;NA;NA;Dytiscidae;6;Dytiscidae;6;4.3;5;NA;NA
 1038816;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Dytiscidae;Agabinae;NA;Platambus;NA;NA;Platambus;NA;Platambus;genus;NA;NA;NA;Dytiscidae;6;Dytiscidae;6;NA;3;NA;NA
7824_1;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Dytiscidae;Dytiscinae;NA;NA;NA;NA;Dytiscinae;NA;Dytiscinae;subfamily;NA;NA;NA;Dytiscidae;6;Dytiscidae;6;NA;NA;NA;NA
8402570;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Dytiscidae;Hydroporinae;Hydroporini;Hydroporus;NA;foveolatus;Hydroporus foveolatus;Heer 1839;H_foveolatus;specie;NA;NA;NA;Dytiscidae;6;Dytiscidae;6;NA;NA;NA;NA
1038204;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Dytiscidae;Hydroporinae;NA;Hydroporus;NA;NA;Hydroporus;NA;Hydroporus;genus;NA;NA;NA;Dytiscidae;6;Dytiscidae;6;NA;NA;NA;NA
fe_118888;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Dytiscidae;Hydroporinae;NA;NA;NA;NA;Hydroporinae;NA;Hydroporinae;subfamily;NA;NA;NA;Dytiscidae;6;Dytiscidae;6;NA;NA;NA;NA
fe_7824;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Dytiscidae;Lacophilinae;NA;NA;NA;NA;Lacophilinae;NA;Lacophilinae;subfamily;NA;NA;NA;Dytiscidae;6;Dytiscidae;6;NA;NA;NA;NA
1038695;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Dytiscidae;NA;NA;Deronectes;NA;NA;Deronectes;NA;Deronectes;genus;NA;NA;NA;Dytiscidae;6;Dytiscidae;6;NA;NA;NA;NA
4470120;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Dytiscidae;NA;NA;Deronectes;NA;platynotus;Deronectes platynotus;Germar 1834;D_platynotus;specie;NA;NA;NA;Dytiscidae;6;Dytiscidae;6;NA;3;NA;NA
7824;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Dytiscidae;NA;NA;NA;NA;NA;Dytiscidae;NA;Dytiscidae;family;NA;NA;NA;Dytiscidae;6;Dytiscidae;6;NA;NA;NA;NA
1038098;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Dytiscidae;NA;NA;Oreodytes;NA;NA;Oreodytes;NA;Oreodytes;specie;NA;NA;NA;Dytiscidae;6;Dytiscidae;6;NA;NA;NA;NA
1038118;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Dytiscidae;NA;NA;Oreodytes;NA;sanmarki;Oreodytes sanmarki;C.R.Sahlberg,1826;O_sanmarki;specie;NA;NA;NA;Dytiscidae;6;Dytiscidae;6;NA;3;NA;NA
4469793;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Dytiscidae;NA;NA;Platambus;NA;maculatus;Platambus maculatus;Linnaeus 1758;P_maculatus;specie;NA;NA;NA;Dytiscidae;6;Dytiscidae;6;NA;3;NA;NA
4427707;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Elmidae;NA;NA;Elmis;NA;aenea;Elmis aenea;Müller 1806;E_aenea;specie;NA;NA;3;Elmidae;6;E_aenea;7;4.7;3;6;0.307
4427714;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Elmidae;NA;NA;Elmis;NA;latreillei;Elmis latreillei;Bedel 1878;E_latreillei;specie;NA;NA;NA;Elmidae;6;NA;NA;NA;4;NA;NA
4427700;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Elmidae;NA;NA;Elmis;NA;maugetii;Elmis maugetii;Latreille 1802;E_maugetii;specie;NA;NA;NA;Elmidae;6;NA;NA;NA;3;NA;NA
1033468;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Elmidae;NA;NA;Elmis;NA;NA;Elmis;NA;Elmis;genus;NA;NA;NA;Elmidae;6;NA;NA;NA;NA;NA;NA
4427742;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Elmidae;NA;NA;Esolus;NA;angustatus;Esolus angustatus;Müller 1821;E_angustatus;specie;NA;NA;NA;Elmidae;6;NA;NA;NA;3;NA;NA
8908468;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Elmidae;NA;NA;Esolus;NA;NA;Esolus;NA;Esolus;genus;NA;NA;NA;Elmidae;6;NA;NA;NA;3;NA;NA
4427738;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Elmidae;NA;NA;Esolus;NA;parallelepipedus;Esolus parallelepipedus;Müller 1806;E_parallelepipedus;specie;NA;NA;NA;Elmidae;6;E_parallelepipedus;8;NA;NA;7;0.307
7922067;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Elmidae;NA;NA;Limnius;NA;NA;Limnius;NA;Limnius;genus;NA;NA;NA;Elmidae;6;Oulimnius;6;NA;NA;4;0.329
4427727;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Elmidae;NA;NA;Limnius;NA;perrisi;Limnius perrisi;Dufour 1843;L_perrisi;specie;NA;NA;NA;Elmidae;6;NA;NA;NA;4;NA;NA
4427719;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Elmidae;NA;NA;Limnius;NA;volckmari;Limnius volckmari;Panzer 1793;L_volckmari;specie;NA;NA;3;Elmidae;6;L_volckmari;6;5.6;NA;6;0.39
7826;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Elmidae;NA;NA;NA;NA;NA;Elmidae;NA;Elmidae;family;NA;NA;NA;Elmidae;6;NA;NA;NA;NA;NA;NA
1033643;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Elmidae;NA;NA;Oulimnius;NA;NA;Oulimnius;NA;Oulimnius;genus;NA;NA;NA;Elmidae;6;Oulimnius;6;NA;NA;4;0.329
4427688;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Elmidae;NA;NA;Oulimnius;NA;tuberculatus;Oulimnius tuberculatus;Müller 1806;O_tuberculatus;specie;NA;NA;NA;Elmidae;6;NA;NA;4.9;NA;4;0.329
4427688_1;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Elmidae;NA;NA;Potamophilus;NA;NA;Potamophilus;NA;Potamophilus;genus;NA;NA;NA;Elmidae;6;NA;NA;NA;NA;NA;NA
9646;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Gyrinidae;NA;NA;NA;NA;NA;Gyrinidae;NA;Gyrinidae;family;NA;NA;NA;Gyrinidae;3;Gyrinidae;6;NA;NA;NA;NA
6984;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Haliplidae;NA;NA;NA;NA;NA;Haliplidae;NA;Haliplidae;family;NA;NA;NA;Haliplidae;6;NA;NA;NA;NA;NA;NA
3263442;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Helophoridae;NA;NA;Helophorus;NA;NA;Helophorus;NA;Helophorus;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6985;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Helophoridae;NA;NA;NA;NA;NA;Helophoridae;NA;Helophoridae;family;NA;NA;NA;Helophoridae;6;NA;NA;NA;NA;NA;NA
5748088;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Hydraenidae;NA;NA;Hydraena;NA;gracilis;Hydraena gracilis;Germar 1823;H_gracilis;specie;NA;NA;NA;Hydrophilidae;6;H_gracilis;7;5.1;2;8;0.096
1039107;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Hydraenidae;NA;NA;Hydraena;NA;NA;Hydraena;NA;Hydraena;genus;NA;NA;NA;Hydrophilidae;6;NA;NA;NA;2;NA;NA
5748058;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Hydraenidae;NA;NA;Hydraena;NA;palustris;Hydraena palustris;Erichson 1837;H_palustris;specie;NA;NA;NA;Hydrophilidae;6;NA;NA;5;2;NA;NA
5748171;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Hydraenidae;NA;NA;Hydraena;NA;riparia;Hydraena riparia;Kugelann 1794;H_riparia;specie;NA;NA;NA;Hydrophilidae;6;NA;NA;5.4;3;NA;NA
1039090;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Hydraenidae;NA;NA;Limnebius;NA;NA;Limnebius;NA;Limnebius;genus;NA;NA;NA;Hydrophilidae;6;NA;NA;NA;NA;NA;NA
4448316;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Hydraenidae;NA;NA;Limnebius;NA;truncatellus;Limnebius truncatellus;Thunberg 1794;L_truncatellus;specie;NA;NA;NA;Hydrophilidae;6;NA;NA;NA;NA;8;0.096
7829;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Hydraenidae;NA;NA;NA;NA;NA;Hydraenidae;NA;Hydraenidae;family;NA;NA;NA;Hydrophilidae;6;NA;NA;NA;NA;NA;NA
1034063;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Hydrophilidae;NA;NA;Anacaena;NA;globula;Anacaena globula;Paykull 1798;A_globula;specie;NA;NA;NA;Hydrophilidae;6;NA;NA;NA;4;NA;NA
1034062;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Hydrophilidae;NA;NA;Anacaena;NA;NA;Anacaena;NA;Anacaena;genus;NA;NA;NA;Hydrophilidae;6;NA;NA;NA;NA;NA;NA
1034345;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Hydrophilidae;NA;NA;Laccobius;NA;NA;Laccobius;NA;Laccobius;genus;NA;NA;NA;Hydrophilidae;6;NA;NA;NA;NA;NA;NA
7830;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Hydrophilidae;NA;NA;NA;NA;NA;Hydrophilidae;NA;Hydrophilidae;family;NA;NA;NA;Hydrophilidae;6;NA;NA;NA;NA;NA;NA
1470;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;NA;NA;NA;NA;NA;NA;Coleoptera;NA;Coleoptera;order;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4748;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Noteridae;NA;NA;NA;NA;NA;Noteridae;NA;Noteridae;family;NA;NA;NA;Dytiscidae;6;Dytiscidae;6;NA;NA;NA;NA
1161912;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Scirtidae;NA;NA;Elodes;NA;NA;Elodes;NA;Elodes;genus;NA;NA;NA;Scirtidae;6;Scirtidae;7;5.1;3;NA;NA
7849;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Scirtidae;NA;NA;NA;NA;NA;Scirtidae;NA;Scirtidae;family;NA;NA;NA;Scirtidae;6;Scirtidae;7;NA;NA;NA;NA
7854;Animalia;Arthropoda;Hexapoda;Insecta;NA;Coleoptera;Staphylinidae;NA;NA;NA;NA;NA;Staphylinidae;NA;Staphylinidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1470_1;Animalia;Arthropoda;Hexapoda;Insecta;NA;Collembola;NA;NA;NA;NA;NA;NA;Collembola;NA;Collembola;order;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3330;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Anthomyiidae;NA;NA;NA;NA;NA;Anthomyiidae;NA;Anthomyiidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1501514;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Athericidae;NA;NA;Atherix;NA;ibis;Atherix ibis;Fabricius 1798;A_ibis;specie;NA;NA;NA;NA;NA;Atherix;6;NA;3;NA;NA
1501505;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Athericidae;NA;NA;Atherix;NA;NA;Atherix;NA;Atherix;genus;NA;NA;NA;NA;NA;Atherix;6;NA;NA;NA;NA
7278;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Athericidae;NA;NA;NA;NA;NA;Athericidae;NA;Athericidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1630056;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Blephariceridae;NA;NA;Liponeura;NA;NA;Liponeura;NA;Liponeura;genus;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA
7283;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Blephariceridae;NA;NA;NA;NA;NA;Blephariceridae;NA;Blephariceridae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fe_3340;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Ceratopogonidae;Ceratopogoninae;NA;NA;NA;NA;Ceratopogoninae;NA;Ceratopogoninae;subfamily;NA;NA;NA;NA;NA;Ceratopogonidae;7;NA;NA;NA;NA
 1633624;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Ceratopogonidae;Forcipomyinae;NA;Forcipomyia;NA;NA;Forcipomyia;NA;Forcipomyia;genus;NA;NA;NA;NA;NA;Ceratopogonidae;7;NA;NA;NA;NA
 fe_1633624;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Ceratopogonidae;Forcipomyinae;NA;NA;NA;NA;Forcipomyinae;NA;Forcipomyinae;subfamily;NA;NA;NA;NA;NA;Ceratopogonidae;7;NA;NA;NA;NA
 fe_1633624_1;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Ceratopogonidae;Heleinae;NA;NA;NA;NA;Heleinae;NA;Heleinae;subfamily;NA;NA;NA;NA;NA;Ceratopogonidae;7;NA;NA;NA;NA
1637599;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Ceratopogonidae;NA;NA;Bezzia;NA;NA;Bezzia;NA;Bezzia;genus;NA;NA;NA;NA;NA;Ceratopogonidae;7;NA;5;NA;NA
1635616;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Ceratopogonidae;NA;NA;Dasyhelea;NA;NA;Dasyhelea;NA;Dasyhelea;genus;NA;NA;NA;NA;NA;Ceratopogonidae;7;NA;NA;NA;NA
3340;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Ceratopogonidae;NA;NA;NA;NA;NA;Ceratopogonidae;NA;Ceratopogonidae;family;NA;NA;NA;NA;NA;Ceratopogonidae;7;NA;NA;NA;NA
3342;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chaoboridae;NA;NA;NA;NA;NA;Chaoboridae;NA;Chaoboridae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1448433;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Chironomus;NA;anthracinus;Chironomus gr. anthracinus;Zetterstedt, 1860;C_anthracinus;speciesAggregate;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1448033;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Chironomus;NA;NA;Chironomus;NA;Chironomus;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1448330;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Chironomus;NA;obtusidens;Chironomus gr. obtusidens;Goetghebuer, 1921;C_obtusidens;speciesAggregate;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1448391;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Chironomus;NA;plumosus;Chironomus gr. plumosus;Linnaeus, 1758;C_plumosus;speciesAggregate;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1448237;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Chironomus;NA;riparius;Chironomus riparius;Meigen, 1804;C_riparius;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
gr_1450736;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Cladopelma;NA;goetghebueri;Cladopelma gr. goetghebueri;Spies & Saether, 2004;C_goetghebueri;speciesAggregate;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1450689;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Cladopelma;NA;NA;Cladopelma;NA;Cladopelma;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1454615;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Cryptochironomus;NA;NA;Cryptochironomus;NA;Cryptochironomus;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1453038;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Demicryptochironomus;NA;NA;Demicryptochironomus;NA;Demicryptochironomus;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1453052;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Demicryptochironomus;NA;vulneratus;Demicryptochironomus vulneratus;Zetterstedt, 1838;D_vulneratus;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1446357;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Dicrotendipes;NA;NA;Dicrotendipes;NA;Dicrotendipes;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1446479;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Dicrotendipes;NA;nervosus;Dicrotendipes gr. nervosus;Staeger, 1839;D_nervosus;speciesAggregate;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1446404;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Dicrotendipes;NA;tritomus;Dicrotendipes gr. tritomus;Thienemann & Kieffer, 1916;D_tritomus;speciesAggregate;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1446158;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Endochironomus;NA;dispar;Endochironomus dispar;Meigen, 1830;E_dispar;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1446121;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Endochironomus;NA;NA;Endochironomus;NA;Endochironomus;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1447706;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Microchironomus;NA;NA;Microchironomus;NA;Microchironomus;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
5767231;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Microtendipes;NA;chloris;Microtendipes chloris;Meigen, 1818;M_chloris;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1447882;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Microtendipes;NA;NA;Microtendipes;NA;Microtendipes;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
4297461;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Microtendipes;NA;pedellus;Microtendipes pedellus;De Geer, 1776;M_pedellus;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
tri_1450655;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;NA;NA;NA;Chironomini;NA;Chironomini;tribe;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1456396;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Pagastiella;NA;NA;Pagastiella;NA;Pagastiella;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1456397;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Pagastiella;NA;orophila;Pagastiella orophila;Edwards, 1929;P_orophila;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1456579;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Parachironomus;NA;NA;Parachironomus;NA;Parachironomus;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1455629;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Chironomini;Paracladopelma;NA;camptolabis;Paracladopelma camptolabis;Kieffer, 1913;P_camptolabis;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
